method,explorer_batch,task_in_batch,run_id,trajectory_id,effective_loss_turns,recorded_turns,prompt_truncated,training_order
Vanilla OPD,30,14,0,30/14/0,12,30,True,479
Vanilla OPD,30,15,0,30/15/0,15,30,True,480
Vanilla OPD,31,0,0,31/0/0,23,30,True,481
Vanilla OPD,31,1,0,31/1/0,17,30,True,482
Vanilla OPD,31,2,0,31/2/0,15,30,True,483
Vanilla OPD,31,3,0,31/3/0,22,30,True,484
Vanilla OPD,31,4,0,31/4/0,21,30,True,485
Vanilla OPD,31,5,0,31/5/0,23,30,True,486
Vanilla OPD,31,6,0,31/6/0,8,8,False,487
Vanilla OPD,31,7,0,31/7/0,5,5,False,488
Vanilla OPD,31,8,0,31/8/0,13,30,True,489
Vanilla OPD,31,9,0,31/9/0,22,30,True,490
Vanilla OPD,31,10,0,31/10/0,15,30,True,491
Vanilla OPD,31,11,0,31/11/0,13,13,False,492
Vanilla OPD,31,12,0,31/12/0,11,30,True,493
Vanilla OPD,31,13,0,31/13/0,6,6,False,494
Vanilla OPD,31,14,0,31/14/0,12,30,True,495
Vanilla OPD,31,15,0,31/15/0,5,5,False,496
Vanilla OPD,32,0,0,32/0/0,19,30,True,497
Vanilla OPD,32,1,0,32/1/0,22,30,True,498
Vanilla OPD,32,2,0,32/2/0,17,30,True,499
Vanilla OPD,32,3,0,32/3/0,21,30,True,500
Vanilla OPD,32,4,0,32/4/0,7,7,False,501
Vanilla OPD,32,5,0,32/5/0,5,5,False,502
Vanilla OPD,32,6,0,32/6/0,21,30,True,503
Vanilla OPD,32,7,0,32/7/0,4,4,False,504
Vanilla OPD,32,8,0,32/8/0,20,30,True,505
Vanilla OPD,32,9,0,32/9/0,14,14,False,506
Vanilla OPD,32,10,0,32/10/0,8,8,False,507
Vanilla OPD,32,11,0,32/11/0,9,9,False,508
Vanilla OPD,32,12,0,32/12/0,16,30,True,509
Vanilla OPD,32,13,0,32/13/0,11,11,False,510
Vanilla OPD,32,14,0,32/14/0,23,30,True,511
Vanilla OPD,32,15,0,32/15/0,24,30,True,512
Vanilla OPD,33,0,0,33/0/0,11,11,False,513
Vanilla OPD,33,1,0,33/1/0,6,6,False,514
Vanilla OPD,33,2,0,33/2/0,11,11,False,515
Vanilla OPD,33,3,0,33/3/0,18,30,True,516
Vanilla OPD,33,4,0,33/4/0,6,6,False,517
Vanilla OPD,33,5,0,33/5/0,29,30,True,518
Vanilla OPD,33,6,0,33/6/0,18,30,True,519
Vanilla OPD,33,7,0,33/7/0,17,30,True,520
Vanilla OPD,33,8,0,33/8/0,20,30,True,521
Vanilla OPD,33,9,0,33/9/0,12,30,True,522
Vanilla OPD,33,10,0,33/10/0,4,4,False,523
Vanilla OPD,33,11,0,33/11/0,18,30,True,524
Vanilla OPD,33,12,0,33/12/0,14,14,False,525
Vanilla OPD,33,13,0,33/13/0,19,30,True,526
Vanilla OPD,33,14,0,33/14/0,17,17,False,527
Vanilla OPD,33,15,0,33/15/0,14,30,True,528
Vanilla OPD,34,0,0,34/0/0,18,30,True,529
Vanilla OPD,34,1,0,34/1/0,12,30,True,530
Vanilla OPD,34,2,0,34/2/0,13,13,False,531
Vanilla OPD,34,3,0,34/3/0,9,9,False,532
Vanilla OPD,34,4,0,34/4/0,16,30,True,533
Vanilla OPD,34,5,0,34/5/0,8,8,False,534
Vanilla OPD,34,6,0,34/6/0,7,7,False,535
Vanilla OPD,34,7,0,34/7/0,21,21,False,536
Vanilla OPD,34,8,0,34/8/0,4,4,False,537
Vanilla OPD,34,9,0,34/9/0,22,30,True,538
Vanilla OPD,34,10,0,34/10/0,9,9,False,539
Vanilla OPD,34,11,0,34/11/0,14,14,False,540
Vanilla OPD,34,12,0,34/12/0,10,10,False,541
Vanilla OPD,34,13,0,34/13/0,16,30,True,542
Vanilla OPD,34,14,0,34/14/0,11,30,True,543
Vanilla OPD,34,15,0,34/15/0,12,12,False,544
Vanilla OPD,35,0,0,35/0/0,7,7,False,545
Vanilla OPD,35,1,0,35/1/0,10,10,False,546
Vanilla OPD,35,2,0,35/2/0,17,30,True,547
Vanilla OPD,35,3,0,35/3/0,15,30,True,548
Vanilla OPD,35,4,0,35/4/0,23,30,True,549
Vanilla OPD,35,5,0,35/5/0,9,9,False,550
Vanilla OPD,35,6,0,35/6/0,17,30,True,551
Vanilla OPD,35,7,0,35/7/0,11,30,True,552
Vanilla OPD,35,8,0,35/8/0,20,30,True,553
Vanilla OPD,35,9,0,35/9/0,11,11,False,554
Vanilla OPD,35,10,0,35/10/0,7,7,False,555
Vanilla OPD,35,11,0,35/11/0,23,30,True,556
Vanilla OPD,35,12,0,35/12/0,13,30,True,557
Vanilla OPD,35,13,0,35/13/0,27,30,True,558
Vanilla OPD,35,14,0,35/14/0,3,3,False,559
Vanilla OPD,35,15,0,35/15/0,11,11,False,560
Vanilla OPD,36,0,0,36/0/0,14,30,True,561
Vanilla OPD,36,1,0,36/1/0,9,9,False,562
Vanilla OPD,36,2,0,36/2/0,16,30,True,563
Vanilla OPD,36,3,0,36/3/0,11,11,False,564
Vanilla OPD,36,4,0,36/4/0,22,30,True,565
Vanilla OPD,36,5,0,36/5/0,16,30,True,566
Vanilla OPD,36,6,0,36/6/0,18,30,True,567
Vanilla OPD,36,7,0,36/7/0,16,30,True,568
Vanilla OPD,36,8,0,36/8/0,4,4,False,569
Vanilla OPD,36,9,0,36/9/0,16,30,True,570
Vanilla OPD,36,10,0,36/10/0,8,8,False,571
Vanilla OPD,36,11,0,36/11/0,4,4,False,572
Vanilla OPD,36,12,0,36/12/0,4,4,False,573
Vanilla OPD,36,13,0,36/13/0,17,30,True,574
Vanilla OPD,36,14,0,36/14/0,20,30,True,575
Vanilla OPD,36,15,0,36/15/0,16,30,True,576
Vanilla OPD,37,0,0,37/0/0,17,17,False,577
Vanilla OPD,37,1,0,37/1/0,15,30,True,578
Vanilla OPD,37,2,0,37/2/0,15,30,True,579
Vanilla OPD,37,3,0,37/3/0,16,30,True,580
Vanilla OPD,37,4,0,37/4/0,23,30,True,581
Vanilla OPD,37,5,0,37/5/0,24,30,True,582
Vanilla OPD,37,6,0,37/6/0,12,12,False,583
Vanilla OPD,37,7,0,37/7/0,15,30,True,584
Vanilla OPD,37,8,0,37/8/0,14,30,True,585
Vanilla OPD,37,9,0,37/9/0,20,30,True,586
Vanilla OPD,37,10,0,37/10/0,14,30,True,587
Vanilla OPD,37,11,0,37/11/0,13,30,True,588
Vanilla OPD,37,12,0,37/12/0,17,30,True,589
Vanilla OPD,37,13,0,37/13/0,9,9,False,590
Vanilla OPD,37,14,0,37/14/0,24,30,True,591
Vanilla OPD,37,15,0,37/15/0,8,8,False,592
Vanilla OPD,38,0,0,38/0/0,22,30,True,593
Vanilla OPD,38,1,0,38/1/0,16,30,True,594
Vanilla OPD,38,2,0,38/2/0,9,9,False,595
Vanilla OPD,38,3,0,38/3/0,11,30,True,596
Vanilla OPD,38,4,0,38/4/0,21,30,True,597
Vanilla OPD,38,5,0,38/5/0,12,30,True,598
Vanilla OPD,38,6,0,38/6/0,16,30,True,599
Vanilla OPD,38,7,0,38/7/0,22,30,True,600
Vanilla OPD,38,8,0,38/8/0,23,30,True,601
Vanilla OPD,38,9,0,38/9/0,6,6,False,602
Vanilla OPD,38,10,0,38/10/0,12,30,True,603
Vanilla OPD,38,11,0,38/11/0,5,5,False,604
Vanilla OPD,38,12,0,38/12/0,4,4,False,605
Vanilla OPD,38,13,0,38/13/0,16,16,False,606
Vanilla OPD,38,14,0,38/14/0,15,30,True,607
Vanilla OPD,38,15,0,38/15/0,18,30,True,608
Vanilla OPD,39,0,0,39/0/0,22,30,True,609
Vanilla OPD,39,1,0,39/1/0,12,12,False,610
Vanilla OPD,39,2,0,39/2/0,11,11,False,611
Vanilla OPD,39,3,0,39/3/0,7,7,False,612
Vanilla OPD,39,4,0,39/4/0,17,30,True,613
Vanilla OPD,39,5,0,39/5/0,21,30,True,614
Vanilla OPD,39,6,0,39/6/0,13,30,True,615
Vanilla OPD,39,7,0,39/7/0,17,30,True,616
Vanilla OPD,39,8,0,39/8/0,23,30,True,617
Vanilla OPD,39,9,0,39/9/0,7,7,False,618
Vanilla OPD,39,10,0,39/10/0,14,14,False,619
Vanilla OPD,39,11,0,39/11/0,21,30,True,620
Vanilla OPD,39,12,0,39/12/0,14,30,True,621
Vanilla OPD,39,13,0,39/13/0,20,30,True,622
Vanilla OPD,39,14,0,39/14/0,16,30,True,623
Vanilla OPD,39,15,0,39/15/0,8,8,False,624
Vanilla OPD,40,0,0,40/0/0,12,30,True,625
Vanilla OPD,40,1,0,40/1/0,18,30,True,626
Vanilla OPD,40,2,0,40/2/0,16,30,True,627
Vanilla OPD,40,3,0,40/3/0,10,10,False,628
Vanilla OPD,40,4,0,40/4/0,17,30,True,629
Vanilla OPD,40,5,0,40/5/0,16,30,True,630
Vanilla OPD,40,6,0,40/6/0,14,30,True,631
Vanilla OPD,40,7,0,40/7/0,19,19,False,632
Vanilla OPD,40,8,0,40/8/0,6,6,False,633
Vanilla OPD,40,9,0,40/9/0,23,30,True,634
Vanilla OPD,40,10,0,40/10/0,11,11,False,635
Vanilla OPD,40,11,0,40/11/0,15,30,True,636
Vanilla OPD,40,12,0,40/12/0,15,30,True,637
Vanilla OPD,40,13,0,40/13/0,17,30,True,638
Vanilla OPD,40,14,0,40/14/0,26,30,True,639
Vanilla OPD,40,15,0,40/15/0,17,30,True,640
Vanilla OPD,41,0,0,41/0/0,23,30,True,641
Vanilla OPD,41,1,0,41/1/0,6,6,False,642
Vanilla OPD,41,2,0,41/2/0,8,8,False,643
Vanilla OPD,41,3,0,41/3/0,6,6,False,644
Vanilla OPD,41,4,0,41/4/0,14,30,True,645
Vanilla OPD,41,5,0,41/5/0,6,6,False,646
Vanilla OPD,41,6,0,41/6/0,16,30,True,647
Vanilla OPD,41,7,0,41/7/0,20,30,True,648
Vanilla OPD,41,8,0,41/8/0,5,5,False,649
Vanilla OPD,41,9,0,41/9/0,22,30,True,650
Vanilla OPD,41,10,0,41/10/0,20,30,True,651
Vanilla OPD,41,11,0,41/11/0,17,30,True,652
Vanilla OPD,41,12,0,41/12/0,25,30,True,653
Vanilla OPD,41,13,0,41/13/0,9,9,False,654
Vanilla OPD,41,14,0,41/14/0,15,30,True,655
Vanilla OPD,41,15,0,41/15/0,14,30,True,656
Vanilla OPD,42,0,0,42/0/0,14,30,True,657
Vanilla OPD,42,1,0,42/1/0,13,30,True,658
Vanilla OPD,42,2,0,42/2/0,22,30,True,659
Vanilla OPD,42,3,0,42/3/0,15,30,True,660
Vanilla OPD,42,4,0,42/4/0,17,30,True,661
Vanilla OPD,42,5,0,42/5/0,24,30,True,662
Vanilla OPD,42,6,0,42/6/0,4,4,False,663
Vanilla OPD,42,7,0,42/7/0,14,30,True,664
Vanilla OPD,42,8,0,42/8/0,13,30,True,665
Vanilla OPD,42,9,0,42/9/0,5,5,False,666
Vanilla OPD,42,10,0,42/10/0,3,3,False,667
Vanilla OPD,42,11,0,42/11/0,4,4,False,668
Vanilla OPD,42,12,0,42/12/0,18,30,True,669
Vanilla OPD,42,13,0,42/13/0,5,5,False,670
Vanilla OPD,42,14,0,42/14/0,5,5,False,671
Vanilla OPD,42,15,0,42/15/0,20,30,True,672
Vanilla OPD,43,0,0,43/0/0,9,9,False,673
Vanilla OPD,43,1,0,43/1/0,13,30,True,674
Vanilla OPD,43,2,0,43/2/0,22,30,True,675
Vanilla OPD,43,3,0,43/3/0,12,30,True,676
Vanilla OPD,43,4,0,43/4/0,4,4,False,677
Vanilla OPD,43,5,0,43/5/0,4,4,False,678
Vanilla OPD,43,6,0,43/6/0,7,7,False,679
Vanilla OPD,43,7,0,43/7/0,19,19,False,680
Vanilla OPD,43,8,0,43/8/0,15,30,True,681
Vanilla OPD,43,9,0,43/9/0,6,6,False,682
Vanilla OPD,43,10,0,43/10/0,24,30,True,683
Vanilla OPD,43,11,0,43/11/0,8,8,False,684
Vanilla OPD,43,12,0,43/12/0,12,30,True,685
Vanilla OPD,43,13,0,43/13/0,19,30,True,686
Vanilla OPD,43,14,0,43/14/0,16,30,True,687
Vanilla OPD,43,15,0,43/15/0,12,30,True,688
Vanilla OPD,44,0,0,44/0/0,14,30,True,689
Vanilla OPD,44,1,0,44/1/0,8,8,False,690
Vanilla OPD,44,2,0,44/2/0,16,16,False,691
Vanilla OPD,44,3,0,44/3/0,17,30,True,692
Vanilla OPD,44,4,0,44/4/0,4,4,False,693
Vanilla OPD,44,5,0,44/5/0,18,30,True,694
Vanilla OPD,44,6,0,44/6/0,16,30,True,695
Vanilla OPD,44,7,0,44/7/0,13,13,False,696
Vanilla OPD,44,8,0,44/8/0,7,7,False,697
Vanilla OPD,44,9,0,44/9/0,14,30,True,698
Vanilla OPD,44,10,0,44/10/0,17,30,True,699
Vanilla OPD,44,11,0,44/11/0,14,30,True,700
Vanilla OPD,44,12,0,44/12/0,10,10,False,701
Vanilla OPD,44,13,0,44/13/0,16,30,True,702
Vanilla OPD,44,14,0,44/14/0,24,30,True,703
Vanilla OPD,44,15,0,44/15/0,12,30,True,704
Vanilla OPD,45,0,0,45/0/0,17,30,True,705
Vanilla OPD,45,1,0,45/1/0,7,7,False,706
Vanilla OPD,45,2,0,45/2/0,11,11,False,707
Vanilla OPD,45,3,0,45/3/0,13,13,False,708
Vanilla OPD,45,4,0,45/4/0,18,30,True,709
Vanilla OPD,45,5,0,45/5/0,7,7,False,710
Vanilla OPD,45,6,0,45/6/0,17,30,True,711
Vanilla OPD,45,7,0,45/7/0,12,30,True,712
Vanilla OPD,45,8,0,45/8/0,4,4,False,713
Vanilla OPD,45,9,0,45/9/0,21,30,True,714
Vanilla OPD,45,10,0,45/10/0,4,4,False,715
Vanilla OPD,45,11,0,45/11/0,4,4,False,716
Vanilla OPD,45,12,0,45/12/0,16,30,True,717
Vanilla OPD,45,13,0,45/13/0,5,5,False,718
Vanilla OPD,45,14,0,45/14/0,24,30,True,719
Vanilla OPD,45,15,0,45/15/0,5,5,False,720
Vanilla OPD,46,0,0,46/0/0,15,30,True,721
Vanilla OPD,46,1,0,46/1/0,7,7,False,722
Vanilla OPD,46,2,0,46/2/0,15,30,True,723
Vanilla OPD,46,3,0,46/3/0,17,30,True,724
Vanilla OPD,46,4,0,46/4/0,16,30,True,725
Vanilla OPD,46,5,0,46/5/0,6,6,False,726
Vanilla OPD,46,6,0,46/6/0,21,30,True,727
Vanilla OPD,46,7,0,46/7/0,5,5,False,728
Vanilla OPD,46,8,0,46/8/0,20,30,True,729
Vanilla OPD,46,9,0,46/9/0,22,30,True,730
Vanilla OPD,46,10,0,46/10/0,22,30,True,731
Vanilla OPD,46,11,0,46/11/0,5,5,False,732
Vanilla OPD,46,12,0,46/12/0,16,30,True,733
Vanilla OPD,46,13,0,46/13/0,14,30,True,734
Vanilla OPD,46,14,0,46/14/0,6,6,False,735
Vanilla OPD,46,15,0,46/15/0,20,30,True,736
Vanilla OPD,47,0,0,47/0/0,11,11,False,737
Vanilla OPD,47,1,0,47/1/0,15,30,True,738
Vanilla OPD,47,2,0,47/2/0,20,30,True,739
Vanilla OPD,47,3,0,47/3/0,8,8,False,740
Vanilla OPD,47,4,0,47/4/0,6,6,False,741
Vanilla OPD,47,5,0,47/5/0,16,30,True,742
Vanilla OPD,47,6,0,47/6/0,6,6,False,743
Vanilla OPD,47,7,0,47/7/0,24,30,True,744
Vanilla OPD,47,8,0,47/8/0,11,30,True,745
Vanilla OPD,47,9,0,47/9/0,19,19,False,746
Vanilla OPD,47,10,0,47/10/0,16,30,True,747
Vanilla OPD,47,11,0,47/11/0,14,30,True,748
Vanilla OPD,47,12,0,47/12/0,16,30,True,749
Vanilla OPD,47,13,0,47/13/0,19,30,True,750
Vanilla OPD,47,14,0,47/14/0,20,30,True,751
Vanilla OPD,47,15,0,47/15/0,14,30,True,752
Vanilla OPD,48,0,0,48/0/0,9,9,False,753
Vanilla OPD,48,1,0,48/1/0,24,30,True,754
Vanilla OPD,48,2,0,48/2/0,24,30,True,755
Vanilla OPD,48,3,0,48/3/0,23,30,True,756
Vanilla OPD,48,4,0,48/4/0,16,30,True,757
Vanilla OPD,48,5,0,48/5/0,13,13,False,758
Vanilla OPD,48,6,0,48/6/0,14,30,True,759
Vanilla OPD,48,7,0,48/7/0,25,30,True,760
Vanilla OPD,48,8,0,48/8/0,22,30,True,761
Vanilla OPD,48,9,0,48/9/0,23,30,True,762
Vanilla OPD,48,10,0,48/10/0,13,30,True,763
Vanilla OPD,48,11,0,48/11/0,12,30,True,764
Vanilla OPD,48,12,0,48/12/0,13,30,True,765
Vanilla OPD,48,13,0,48/13/0,4,4,False,766
Vanilla OPD,48,14,0,48/14/0,13,13,False,767
Vanilla OPD,48,15,0,48/15/0,14,30,True,768
Vanilla OPD,49,0,0,49/0/0,11,30,True,769
Vanilla OPD,49,1,0,49/1/0,4,4,False,770
Vanilla OPD,49,2,0,49/2/0,19,30,True,771
Vanilla OPD,49,3,0,49/3/0,17,30,True,772
Vanilla OPD,49,4,0,49/4/0,23,30,True,773
Vanilla OPD,49,5,0,49/5/0,12,12,False,774
Vanilla OPD,49,6,0,49/6/0,26,30,True,775
Vanilla OPD,49,7,0,49/7/0,6,6,False,776
Vanilla OPD,49,8,0,49/8/0,4,4,False,777
Vanilla OPD,49,9,0,49/9/0,16,30,True,778
Vanilla OPD,49,10,0,49/10/0,15,30,True,779
Vanilla OPD,49,11,0,49/11/0,7,7,False,780
Vanilla OPD,49,12,0,49/12/0,24,30,True,781
Vanilla OPD,49,13,0,49/13/0,8,8,False,782
Vanilla OPD,49,14,0,49/14/0,14,30,True,783
Vanilla OPD,49,15,0,49/15/0,4,4,False,784
Vanilla OPD,50,0,0,50/0/0,26,30,True,785
Vanilla OPD,50,1,0,50/1/0,17,30,True,786
Vanilla OPD,50,2,0,50/2/0,22,30,True,787
Vanilla OPD,50,3,0,50/3/0,19,30,True,788
Vanilla OPD,50,4,0,50/4/0,12,12,False,789
Vanilla OPD,50,5,0,50/5/0,6,6,False,790
Vanilla OPD,50,6,0,50/6/0,21,30,True,791
Vanilla OPD,50,7,0,50/7/0,9,9,False,792
Vanilla OPD,50,8,0,50/8/0,20,30,True,793
Vanilla OPD,50,9,0,50/9/0,7,7,False,794
Vanilla OPD,50,10,0,50/10/0,18,30,True,795
Vanilla OPD,50,11,0,50/11/0,22,30,True,796
Vanilla OPD,50,12,0,50/12/0,22,30,True,797
Vanilla OPD,50,13,0,50/13/0,25,30,True,798
Vanilla OPD,50,14,0,50/14/0,3,3,False,799
Vanilla OPD,50,15,0,50/15/0,21,30,True,800
Vanilla OPD,51,0,0,51/0/0,7,7,False,801
Vanilla OPD,51,1,0,51/1/0,15,30,True,802
Vanilla OPD,51,2,0,51/2/0,7,7,False,803
Vanilla OPD,51,3,0,51/3/0,13,30,True,804
Vanilla OPD,51,4,0,51/4/0,9,9,False,805
Vanilla OPD,51,5,0,51/5/0,4,4,False,806
Vanilla OPD,51,6,0,51/6/0,11,30,True,807
Vanilla OPD,51,7,0,51/7/0,12,12,False,808
Vanilla OPD,51,8,0,51/8/0,11,11,False,809
Vanilla OPD,51,9,0,51/9/0,5,5,False,810
Vanilla OPD,51,10,0,51/10/0,10,30,True,811
Vanilla OPD,51,11,0,51/11/0,4,4,False,812
Vanilla OPD,51,12,0,51/12/0,9,9,False,813
Vanilla OPD,51,13,0,51/13/0,16,30,True,814
Vanilla OPD,51,14,0,51/14/0,16,30,True,815
Vanilla OPD,51,15,0,51/15/0,4,4,False,816
Vanilla OPD,52,0,0,52/0/0,11,11,False,817
Vanilla OPD,52,1,0,52/1/0,22,30,True,818
Vanilla OPD,52,2,0,52/2/0,12,30,True,819
Vanilla OPD,52,3,0,52/3/0,3,3,False,820
Vanilla OPD,52,4,0,52/4/0,16,30,True,821
Vanilla OPD,52,5,0,52/5/0,19,30,True,822
Vanilla OPD,52,6,0,52/6/0,6,6,False,823
Vanilla OPD,52,7,0,52/7/0,7,7,False,824
Vanilla OPD,52,8,0,52/8/0,4,4,False,825
Vanilla OPD,52,9,0,52/9/0,4,4,False,826
Vanilla OPD,52,10,0,52/10/0,10,10,False,827
Vanilla OPD,52,11,0,52/11/0,15,30,True,828
Vanilla OPD,52,12,0,52/12/0,19,30,True,829
Vanilla OPD,52,13,0,52/13/0,4,4,False,830
Vanilla OPD,52,14,0,52/14/0,6,6,False,831
Vanilla OPD,52,15,0,52/15/0,12,12,False,832
Vanilla OPD,53,0,0,53/0/0,16,30,True,833
Vanilla OPD,53,1,0,53/1/0,14,30,True,834
Vanilla OPD,53,2,0,53/2/0,18,30,True,835
Vanilla OPD,53,3,0,53/3/0,7,7,False,836
Vanilla OPD,53,4,0,53/4/0,14,30,True,837
Vanilla OPD,53,5,0,53/5/0,25,30,True,838
Vanilla OPD,53,6,0,53/6/0,9,9,False,839
Vanilla OPD,53,7,0,53/7/0,7,7,False,840
Vanilla OPD,53,8,0,53/8/0,16,30,True,841
Vanilla OPD,53,9,0,53/9/0,9,9,False,842
Vanilla OPD,53,10,0,53/10/0,16,30,True,843
Vanilla OPD,53,11,0,53/11/0,7,7,False,844
Vanilla OPD,53,12,0,53/12/0,3,3,False,845
Vanilla OPD,53,13,0,53/13/0,21,30,True,846
Vanilla OPD,53,14,0,53/14/0,4,4,False,847
Vanilla OPD,53,15,0,53/15/0,19,30,True,848
Vanilla OPD,54,0,0,54/0/0,16,30,True,849
Vanilla OPD,54,1,0,54/1/0,15,30,True,850
Vanilla OPD,54,2,0,54/2/0,25,30,True,851
Vanilla OPD,54,3,0,54/3/0,14,30,True,852
Vanilla OPD,54,4,0,54/4/0,10,10,False,853
Vanilla OPD,54,5,0,54/5/0,18,30,True,854
Vanilla OPD,54,6,0,54/6/0,4,4,False,855
Vanilla OPD,54,7,0,54/7/0,14,30,True,856
Vanilla OPD,54,8,0,54/8/0,10,10,False,857
Vanilla OPD,54,9,0,54/9/0,16,30,True,858
Vanilla OPD,54,10,0,54/10/0,17,30,True,859
Vanilla OPD,54,11,0,54/11/0,14,14,False,860
Vanilla OPD,54,12,0,54/12/0,13,30,True,861
Vanilla OPD,54,13,0,54/13/0,24,30,True,862
Vanilla OPD,54,14,0,54/14/0,14,30,True,863
Vanilla OPD,54,15,0,54/15/0,13,13,False,864
Vanilla OPD,55,0,0,55/0/0,14,30,True,865
Vanilla OPD,55,1,0,55/1/0,15,30,True,866
Vanilla OPD,55,2,0,55/2/0,4,4,False,867
Vanilla OPD,55,3,0,55/3/0,17,17,False,868
Vanilla OPD,55,4,0,55/4/0,12,30,True,869
Vanilla OPD,55,5,0,55/5/0,16,30,True,870
Vanilla OPD,55,6,0,55/6/0,6,6,False,871
Vanilla OPD,55,7,0,55/7/0,19,30,True,872
Vanilla OPD,55,8,0,55/8/0,16,30,True,873
Vanilla OPD,55,9,0,55/9/0,19,30,True,874
Vanilla OPD,55,10,0,55/10/0,8,8,False,875
Vanilla OPD,55,11,0,55/11/0,15,30,True,876
Vanilla OPD,55,12,0,55/12/0,4,4,False,877
Vanilla OPD,55,13,0,55/13/0,8,8,False,878
Vanilla OPD,55,14,0,55/14/0,6,6,False,879
Vanilla OPD,55,15,0,55/15/0,24,30,True,880
Vanilla OPD,56,0,0,56/0/0,12,30,True,881
Vanilla OPD,56,1,0,56/1/0,20,30,True,882
Vanilla OPD,56,2,0,56/2/0,6,6,False,883
Vanilla OPD,56,3,0,56/3/0,5,5,False,884
Vanilla OPD,56,4,0,56/4/0,15,30,True,885
Vanilla OPD,56,5,0,56/5/0,6,6,False,886
Vanilla OPD,56,6,0,56/6/0,10,10,False,887
Vanilla OPD,56,7,0,56/7/0,18,30,True,888
Vanilla OPD,56,8,0,56/8/0,14,30,True,889
Vanilla OPD,56,9,0,56/9/0,21,30,True,890
Vanilla OPD,56,10,0,56/10/0,8,8,False,891
Vanilla OPD,56,11,0,56/11/0,8,8,False,892
Vanilla OPD,56,12,0,56/12/0,14,14,False,893
Vanilla OPD,56,13,0,56/13/0,4,4,False,894
Vanilla OPD,56,14,0,56/14/0,23,30,True,895
Vanilla OPD,56,15,0,56/15/0,16,30,True,896
Vanilla OPD,57,0,0,57/0/0,10,30,True,897
Vanilla OPD,57,1,0,57/1/0,4,4,False,898
Vanilla OPD,57,2,0,57/2/0,8,8,False,899
Vanilla OPD,57,3,0,57/3/0,17,30,True,900
Vanilla OPD,57,4,0,57/4/0,4,4,False,901
Vanilla OPD,57,5,0,57/5/0,14,30,True,902
Vanilla OPD,57,6,0,57/6/0,14,14,False,903
Vanilla OPD,57,7,0,57/7/0,10,10,False,904
Vanilla OPD,57,8,0,57/8/0,6,6,False,905
Vanilla OPD,57,9,0,57/9/0,9,9,False,906
Vanilla OPD,57,10,0,57/10/0,22,30,True,907
Vanilla OPD,57,11,0,57/11/0,4,4,False,908
Vanilla OPD,57,12,0,57/12/0,8,8,False,909
Vanilla OPD,57,13,0,57/13/0,8,8,False,910
Vanilla OPD,57,14,0,57/14/0,14,30,True,911
Vanilla OPD,57,15,0,57/15/0,26,30,True,912
Vanilla OPD,58,0,0,58/0/0,15,30,True,913
Vanilla OPD,58,1,0,58/1/0,17,30,True,914
Vanilla OPD,58,2,0,58/2/0,20,30,True,915
Vanilla OPD,58,3,0,58/3/0,17,30,True,916
Vanilla OPD,58,4,0,58/4/0,21,30,True,917
Vanilla OPD,58,5,0,58/5/0,6,6,False,918
Vanilla OPD,58,6,0,58/6/0,10,10,False,919
Vanilla OPD,58,7,0,58/7/0,22,30,True,920
Vanilla OPD,58,8,0,58/8/0,16,30,True,921
Vanilla OPD,58,9,0,58/9/0,6,6,False,922
Vanilla OPD,58,10,0,58/10/0,9,9,False,923
Vanilla OPD,58,11,0,58/11/0,4,4,False,924
Vanilla OPD,58,12,0,58/12/0,4,4,False,925
Vanilla OPD,58,13,0,58/13/0,19,30,True,926
Vanilla OPD,58,14,0,58/14/0,23,30,True,927
Vanilla OPD,58,15,0,58/15/0,6,6,False,928
Vanilla OPD,59,0,0,59/0/0,14,30,True,929
Vanilla OPD,59,1,0,59/1/0,5,5,False,930
Vanilla OPD,59,2,0,59/2/0,11,11,False,931
Vanilla OPD,59,3,0,59/3/0,15,15,False,932
Vanilla OPD,59,4,0,59/4/0,17,30,True,933
Vanilla OPD,59,5,0,59/5/0,8,8,False,934
Vanilla OPD,59,6,0,59/6/0,19,30,True,935
Vanilla OPD,59,7,0,59/7/0,19,30,True,936
Vanilla OPD,59,8,0,59/8/0,16,30,True,937
Vanilla OPD,59,9,0,59/9/0,16,30,True,938
Vanilla OPD,59,10,0,59/10/0,8,8,False,939
Vanilla OPD,59,11,0,59/11/0,6,6,False,940
Vanilla OPD,59,12,0,59/12/0,24,30,True,941
Vanilla OPD,59,13,0,59/13/0,5,5,False,942
Vanilla OPD,59,14,0,59/14/0,13,30,True,943
Vanilla OPD,59,15,0,59/15/0,16,30,True,944
Vanilla OPD,60,0,0,60/0/0,7,7,False,945
Vanilla OPD,60,1,0,60/1/0,24,30,True,946
Vanilla OPD,60,2,0,60/2/0,18,30,True,947
Vanilla OPD,60,3,0,60/3/0,26,30,True,948
Vanilla OPD,60,4,0,60/4/0,12,30,True,949
Vanilla OPD,60,5,0,60/5/0,7,7,False,950
Vanilla OPD,60,6,0,60/6/0,23,30,True,951
Vanilla OPD,60,7,0,60/7/0,24,30,True,952
Vanilla OPD,60,8,0,60/8/0,7,7,False,953
Vanilla OPD,60,9,0,60/9/0,24,30,True,954
Vanilla OPD,60,10,0,60/10/0,14,30,True,955
Vanilla OPD,60,11,0,60/11/0,5,5,False,956
Vanilla OPD,60,12,0,60/12/0,25,30,True,957
Vanilla OPD,60,13,0,60/13/0,12,30,True,958
